"genero"	"partido"	"ideologia"
"621"	"Male"	"Repub"	"Algo conser"
"622"	"Male"	"Repub"	"Algo conser"
"623"	"Male"	"Repub"	"Algo conser"
"624"	"Male"	"Repub"	"Algo conser"
"625"	"Male"	"Repub"	"Algo conser"
"626"	"Male"	"Repub"	"Algo conser"
"627"	"Male"	"Repub"	"Algo conser"
"628"	"Male"	"Repub"	"Algo conser"
"629"	"Male"	"Repub"	"Algo conser"
"630"	"Male"	"Repub"	"Muy conser"
"631"	"Male"	"Repub"	"Muy conser"
"632"	"Male"	"Repub"	"Muy conser"
"633"	"Male"	"Repub"	"Muy conser"
"634"	"Male"	"Repub"	"Muy conser"
"635"	"Male"	"Repub"	"Muy conser"
"636"	"Male"	"Repub"	"Muy conser"
"637"	"Male"	"Repub"	"Muy conser"
"638"	"Male"	"Repub"	"Muy conser"
"639"	"Male"	"Repub"	"Muy conser"
"640"	"Male"	"Repub"	"Muy conser"
"641"	"Male"	"Repub"	"Muy conser"
"642"	"Male"	"Repub"	"Muy conser"
"643"	"Male"	"Repub"	"Muy conser"
"644"	"Male"	"Repub"	"Muy conser"
"645"	"Male"	"Repub"	"Muy conser"
"646"	"Male"	"Repub"	"Muy conser"
"647"	"Male"	"Repub"	"Muy conser"
"648"	"Male"	"Repub"	"Muy conser"
"649"	"Male"	"Repub"	"Muy conser"
"650"	"Male"	"Repub"	"Muy conser"
"651"	"Male"	"Repub"	"Muy conser"
"652"	"Male"	"Repub"	"Muy conser"
"653"	"Male"	"Repub"	"Muy conser"
"654"	"Male"	"Repub"	"Muy conser"
"655"	"Male"	"Repub"	"Muy conser"
"656"	"Male"	"Repub"	"Muy conser"
"657"	"Male"	"Repub"	"Muy conser"
"658"	"Male"	"Repub"	"Muy conser"
"659"	"Male"	"Repub"	"Muy conser"
"660"	"Male"	"Repub"	"Muy conser"
"661"	"Male"	"Repub"	"Muy conser"
